Gold (OG|GC) G3RQ6 (0.57 DTE) vs 4546.8 (+35.5) - Intraday Volume
Put: 1,695  Call: 2,410  Vol: 28.31  Vol Chg: 0.28  Future Chg: 35.5
Strike,Call,Put,Vol Settle
4400,64,122,0.33234106401596364
4405,2,2,0.3267394801559931
4410,13,25,0.3214705787713683
4415,0,0,0.3165338623321077
4420,14,0,0.31192854846449336
4425,0,29,0.3076535700074601
4430,8,0,0.30370757495620637
4435,8,0,0.3000889265222213
4440,0,43,0.29679570309053815
4445,0,55,0.29382569822519145
4450,51,194,0.2911764206883163
4455,0,27,0.28884509442559647
4460,4,49,0.2868286585699025
4465,24,34,0.2851237674267395
4470,8,0,0.28372679052154126
4475,0,165,0.2826338125341863
4480,25,218,0.2818406333299208
4485,0,32,0.28134276799301006
4490,24,83,0.2811354467576166
4495,7,0,0.28121361506873654
4500,151,153,0.2815719335449103
4505,45,0,0.28220477800823573
4510,0,23,0.28310623944344115
4515,39,37,0.2842701240351744
4520,66,85,0.285689953142537
4525,139,0,0.28735896333819255
4530,157,5,0.2892701063601635
4535,0,15,0.2914160491336588
4540,10,6,0.2937891737701648
4545,82,1,0.29638157758381567
4550,271,0,0.2991850730541046
4555,16,0,0.3021911878577157
4560,18,0,0.30539116485124396
4565,67,0,0.3087759620848374
4570,26,0,0.31233625280037813
4575,214,8,0.3160624254087452
4580,61,0,0.31994458352528454
4585,0,0,0.32397254594070546
4590,16,0,0.32813584663381334
4595,8,0,0.3324237347696908
4600,395,0,0.33682517469787854
4605,0,0,0.34132884597420343
4610,15,1,0.34592314330984664
4615,2,0,0.3505961766313703
4620,5,0,0.355335771020691
4625,48,0,0.3601294667732873
4630,0,0,0.3649645193654578
4635,6,0,0.3698278994506836
4640,0,0,0.37470629287599877
4645,0,0,0.3795861006692576
4650,29,0,0.3844534390500485
4655,7,0,0.389294139435151
4660,18,0,0.3940937483894231
4665,12,0,0.3988375277203886
4670,5,0,0.40351045438364963
4675,8,0,0.4080972205119906
4680,12,0,0.41258223346630984
4685,0,0,0.41694961575922207
4690,0,0,0.4211832050987141
4695,0,0,0.42526655438814487
4700,27,0,
